,ID,Text,Sentiment (Label),Timestamp,User,Source,Topic,Retweets,Likes,Country,Year,Month,Day,Hour,new_sentiment,new_text,Topic1,Topic2
633,638,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ", Excitement ,7/12/2023 13:45, SeniorCyclingEnthusiast , Facebook ,OpenRoadAdventures  SeniorCycling ,25,50, USA,2023,7,12,13,Positive,"['joined', 'senior', 'cycling', 'club', 'feeling', 'wind', 'hair', 'freedom', 'open', 'road', 'cyclingclub', 'seniorcyclist']",OpenRoadAdventures, SeniorCycling 
634,639,"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ", Joy ,7/13/2023 20:00, SeniorWineConnoisseur , Instagram ,AgedToPerfection  SeniorCheers ,35,70, UK,2023,7,13,20,Positive,"['attended', 'wine', 'tasting', 'event', 'savoring', 'richness', 'flavor', 'age', 'like', 'fine', 'wine', 'cheer', 'golden', 'year', 'winetasting', 'seniorwinelover']",AgedToPerfection, SeniorCheers 
635,640,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ", Joy ,7/14/2023 16:15, SeniorBallroomDancer , Twitter ,GracefulMoves  SeniorDance ,20,40, USA,2023,7,14,16,Positive,"['started', 'learning', 'ballroom', 'dancing', 'gliding', 'gracefully', 'across', 'dance', 'floor', 'ageless', 'elegance', 'every', 'step', 'ballroomdancing', 'seniordancer']",GracefulMoves, SeniorDance 
636,641,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ", Joy ,7/15/2023 19:30, SeniorPaintingOrganizer , Facebook ,CommunityArt  SeniorCreativity ,28,55, Canada,2023,7,15,19,Positive,"['organized', 'community', 'painting', 'event', 'turning', 'blank', 'canvas', 'masterpiece', 'shared', 'creativity', 'paintingevent', 'seniorartist']",CommunityArt, SeniorCreativity 
637,642,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ", Gratitude ,7/16/2023 14:00, SeniorMemoriesHost , Instagram ,FriendshipAdventures  SeniorNostalgia ,30,60, USA,2023,7,16,14,Positive,"['hosted', 'memory', 'lane', 'evening', 'old', 'friend', 'reminiscing', 'adventure', 'shaped', 'life', 'memorylane', 'seniorreminiscing']",FriendshipAdventures, SeniorNostalgia 
638,643,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ", Curiosity ,7/17/2023 22:15, SeniorStargazer , Twitter ,CelestialWonders  SeniorAstronomy ,18,35, UK,2023,7,17,22,Neutral,"['joined', 'senior', 'astronomy', 'club', 'stargazing', 'finding', 'wonder', 'vastness', 'cosmos', 'astronomyclub', 'seniorstargazer']",CelestialWonders, SeniorAstronomy 
639,644,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ", Joy ,7/18/2023 16:30, SeniorJazzFestivalGoer , Facebook ,TimelessTunes  SeniorJazz ,25,50, USA,2023,7,18,16,Positive,"['attended', 'local', 'jazz', 'festival', 'tapping', 'toe', 'tune', 'stood', 'test', 'time', 'music', 'lifelong', 'love', 'affair', 'jazzfestival', 'seniormusiclover']",TimelessTunes, SeniorJazz 
640,645,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ", Gratitude ,7/19/2023 19:45, WisdomBloggerSenior , Instagram ,LifeLessons  SeniorBlog ,22,45, UK,2023,7,19,19,Positive,"['started', 'blog', 'sharing', 'wisdom', 'gained', 'year', 'proving', 'every', 'day', 'chance', 'learn', 'grow', 'seniorwisdom', 'blog']",LifeLessons, SeniorBlog 
641,646,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ", Excitement ,7/20/2023 17:00, SeniorCharityRunner , Twitter ,RunForACause  SeniorSupport ,30,60, Canada,2023,7,20,17,Positive,"['participated', 'charity', 'run', 'proving', 'age', 'barrier', 'supporting', 'meaningful', 'cause', 'charityrun', 'seniorrunner']",RunForACause, SeniorSupport 
642,647,"Survived a challenging physics exam. Equations, you won't defeat me! ", Relief ,8/1/2023 13:30, PhysicsWhizHighSchool , Instagram ,PhysicsSurvivor  HighSchoolAdventures ,20,40, USA,2023,8,1,13,Positive,"['survived', 'challenging', 'physic', 'exam', 'equation', 'wont', 'defeat']",PhysicsSurvivor, HighSchoolAdventures 
643,648,Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder , Excitement ,8/2/2023 14:45, CodeExplorerHighSchool , Twitter ,CodingAdventure  HighSchoolCoderLife ,25,50, UK,2023,8,2,14,Positive,"['exploring', 'world', 'coding', 'debugging', 'adventure', 'codingjourney', 'highschoolcoder']",CodingAdventure, HighSchoolCoderLife 
644,649,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ", Excitement ,8/3/2023 12:15, DebateWarriorHighSchool , Facebook ,DebateWarrior  HighSchoolDebater ,18,35, Canada,2023,8,3,12,Positive,"['joined', 'school', 'debate', 'team', 'word', 'weapon', 'im', 'ready', 'battle']",DebateWarrior, HighSchoolDebater 
645,650,"Started a photography club at school. Capturing moments, one snapshot at a time! ", Joy ,8/4/2023 16:30, PhotoClubHighSchool , Instagram ,PhotographyClub  HighSchoolPhotographer ,22,45, USA,2023,8,4,16,Positive,"['started', 'photography', 'club', 'school', 'capturing', 'moment', 'one', 'snapshot', 'time']",PhotographyClub, HighSchoolPhotographer 
646,651,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ", Excitement ,8/5/2023 19:45, PromDreamerHighSchool , Twitter ,PromDreams  HighSchoolFairytale ,30,60, Canada,2023,8,5,19,Positive,"['daydreaming', 'upcoming', 'prom', 'dress', 'dance', 'fairytale', 'making']",PromDreams, HighSchoolFairytale 
647,652,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! , Positive ,8/6/2023 14:00, OutdoorClassHighSchool , Facebook ,OutdoorClassroom  HighSchoolExplorer ,28,55, USA,2023,8,6,14,Positive,"['convinced', 'teacher', 'class', 'outdoors', 'learning', 'equation', 'side', 'fresh', 'air']",OutdoorClassroom, HighSchoolExplorer 
648,653,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ", Embarrassed ,8/7/2023 19:45, PaintSpillHighSchool , Instagram ,ArtisticMishaps  HighSchoolArt ,22,45, UK,2023,8,7,19,Negative,"['accidentally', 'spilled', 'paint', 'art', 'class', 'abstract', 'art', 'right', 'artclassadventures', 'highschoolartist']",ArtisticMishaps, HighSchoolArt 
649,654,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! , Excitement ,8/8/2023 16:00, SkateProHighSchool , Twitter ,SkaterLife  HighSchoolSkater ,30,60, Canada,2023,8,8,16,Positive,"['trying', 'master', 'perfect', 'kickflip', 'skateboard', 'skating', 'weekend', 'like', 'pro']",SkaterLife, HighSchoolSkater 
650,655,Bonding with friends over the latest K-pop sensation. Fangirling at its finest! , Joy ,8/9/2023 22:30, KpopFangirlHighSchool , Facebook ,KpopFangirl  HighSchoolMusic ,20,40, USA,2023,8,9,22,Positive,"['bonding', 'friend', 'latest', 'kpop', 'sensation', 'fangirling', 'finest']",KpopFangirl, HighSchoolMusic 
651,656,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! , Joy ,8/10/2023 14:20, ChemistryWizardHighSchool , Instagram ,ChemistryWizard  HighSchoolScientist ,28,55, UK,2023,8,10,14,Positive,"['spent', 'hour', 'perfecting', 'chemistry', 'experiment', 'mixing', 'potion', 'like', 'wizard']",ChemistryWizard, HighSchoolScientist 
652,657,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! , Joy ,8/11/2023 18:45, BirthdayPartyPlannerHighSchool , Twitter ,BirthdayParty  HighSchoolCelebration ,22,45, Canada,2023,8,11,18,Positive,"['successfully', 'organized', 'surprise', 'birthday', 'party', 'friend', 'party', 'planning', 'expert', 'mode', 'achieved']",BirthdayParty, HighSchoolCelebration 
653,658,"Joined the drama club to unleash my inner actor. Lights, camera, action! ", Excitement ,8/12/2023 13:45, DramaClubStarHighSchool , Facebook ,DramaClubStar  HighSchoolActor ,25,50, USA,2023,8,12,13,Positive,"['joined', 'drama', 'club', 'unleash', 'inner', 'actor', 'light', 'camera', 'action']",DramaClubStar, HighSchoolActor 
654,659,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! , Excitement ,8/13/2023 20:00, FantasyBookNerdHighSchool , Instagram ,FantasyBookNerd  HighSchoolReader ,35,70, UK,2023,8,13,20,Positive,"['got', 'hand', 'latest', 'fantasy', 'novel', 'diving', 'realm', 'magic', 'adventure']",FantasyBookNerd, HighSchoolReader 
655,660,Mastering the art of the perfect doodle during boring classes. Doodles: A+! , Joy ,8/14/2023 16:15, DoodleMasterHighSchool , Twitter ,DoodleMaster  HighSchoolArt ,20,40, USA,2023,8,14,16,Positive,"['mastering', 'art', 'perfect', 'doodle', 'boring', 'class', 'doodle']",DoodleMaster, HighSchoolArt 
656,661,Attempting to break the school record for the longest handstand. Wish me luck! , Excitement ,8/15/2023 19:30, HandstandChallengeHighSchool , Facebook ,HandstandChallenge  HighSchoolAthlete ,28,55, Canada,2023,8,15,19,Positive,"['attempting', 'break', 'school', 'record', 'longest', 'handstand', 'wish', 'luck']",HandstandChallenge, HighSchoolAthlete 
657,662,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! , Mischievous ,8/16/2023 14:00, SnackSmugglerHighSchool , Instagram ,SnackSmuggler  HighSchoolSnacks ,30,60, USA,2023,8,16,14,Neutral,"['sneaking', 'snack', 'class', 'like', 'pro', 'art', 'snacksmuggling', 'sacred', 'skill']",SnackSmuggler, HighSchoolSnacks 
658,663,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! , Excitement ,8/17/2023 22:15, SleepoverHostHighSchool , Twitter ,SleepoverFun  HighSchoolMemories ,18,35, UK,2023,8,17,22,Positive,"['hosting', 'sleepover', 'friend', 'weekend', 'preparing', 'night', 'laughter', 'memory']",SleepoverFun, HighSchoolMemories 
659,664,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ", Embarrassed ,8/18/2023 16:30, TikTokFailHighSchool , Facebook ,DanceFail  HighSchoolTikTok ,25,50, USA,2023,8,18,16,Negative,"['spent', 'hour', 'tiktok', 'dance', 'realize', 'two', 'left', 'foot', 'dance', 'fail', 'unleashed']",DanceFail, HighSchoolTikTok 
660,665,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! , Embarrassed ,8/19/2023 19:45, SocialMediaBlunderHighSchool , Instagram ,SocialMediaBlunder  HighSchoolAwkward ,22,45, UK,2023,8,19,19,Negative,"['accidentally', 'liked', 'crush', 'old', 'photo', 'stalking', 'profile', 'awkward', 'level', 'maximum']",SocialMediaBlunder, HighSchoolAwkward 
661,666,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! , Embarrassed ,8/20/2023 17:00, CrushFailHighSchool , Twitter ,CrushFail  HighSchoolEmbarrassment ,30,60, Canada,2023,8,20,17,Negative,"['tried', 'impress', 'crush', 'smooth', 'conversation', 'ended', 'spilling', 'drink', 'smooth', 'level', 'nonexistent']",CrushFail, HighSchoolEmbarrassment 
662,667,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! , Joy ,8/21/2023 15:45, PaperPlaneExpertHighSchool , Instagram ,PaperPlaneExpert  HighSchoolArt ,15,30, USA,2023,8,21,15,Positive,"['mastered', 'art', 'creating', 'paper', 'airplane', 'lecture', 'paper', 'plane', 'soaring', 'new', 'height']",PaperPlaneExpert, HighSchoolArt 
663,668,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! , Excitement ,8/22/2023 12:30, JugglingProHighSchool , Facebook ,TextbookJuggling  HighSchoolSkills ,22,40, Canada,2023,8,22,12,Positive,"['trying', 'set', 'new', 'trend', 'juggling', 'textbook', 'class', 'academic', 'juggling', 'unique', 'skill']",TextbookJuggling, HighSchoolSkills 
664,669,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! , Mischievous ,8/23/2023 16:45, SnackNinjaHighSchool , Twitter ,SnackNinja  HighSchoolSnacks ,28,55, USA,2023,8,23,16,Neutral,"['hiding', 'snack', 'stash', 'backpack', 'emergency', 'craving', 'snack', 'ninja', 'mode', 'activated']",SnackNinja, HighSchoolSnacks 
665,670,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! , Excitement ,8/24/2023 18:20, ScavengerHuntMasterHighSchool , Instagram ,SurpriseAdventure  HighSchoolFun ,20,38, UK,2023,8,24,18,Positive,"['planning', 'surprise', 'scavenger', 'hunt', 'friend', 'anticipating', 'thrill', 'excitement']",SurpriseAdventure, HighSchoolFun 
666,671,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! , Joy ,8/25/2023 14:15, RainDanceCelebrationHighSchool , Facebook ,RainDance  HighSchoolJoy ,25,50, Canada,2023,8,25,14,Positive,"['danced', 'rain', 'celebrate', 'end', 'exam', 'rain', 'dance', 'unexpectedly', 'refreshing']",RainDance, HighSchoolJoy 
667,672,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! , Embarrassed ,8/26/2023 17:30, GroupChatBlunderHighSchool , Twitter ,TextingFail  HighSchoolAwkward ,18,35, USA,2023,8,26,17,Negative,"['accidentally', 'sent', 'text', 'meant', 'friend', 'class', 'group', 'chat', 'texting', 'fail', 'oops', 'moment']",TextingFail, HighSchoolAwkward 
668,673,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? , Embarrassed ,8/27/2023 20:45, MagicFailHighSchool , Instagram ,MagicFail  HighSchoolMagic ,22,45, UK,2023,8,27,20,Negative,"['tried', 'magic', 'trick', 'impress', 'classmate', 'magic', 'fail', 'rabbit', 'go']",MagicFail, HighSchoolMagic 
669,674,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! , Joy ,8/28/2023 16:00, OrigamiProHighSchool , Twitter ,OrigamiMaster  HighSchoolArt ,18,36, USA,2023,8,28,16,Positive,"['perfecting', 'art', 'creating', 'origami', 'dull', 'lecture', 'origami', 'mastery']",OrigamiMaster, HighSchoolArt 
670,675,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! , Excitement ,8/29/2023 13:45, HackySackChampionHighSchool , Instagram ,HackySackChallenge  HighSchoolAthlete ,26,48, Canada,2023,8,29,13,Positive,"['attempting', 'set', 'new', 'record', 'consecutive', 'hacky', 'sack', 'kick', 'hacky', 'sack', 'skill', 'unleashed']",HackySackChallenge, HighSchoolAthlete 
671,676,Creating a secret handshake with friends. Friendship level: Expert! , Joy ,8/30/2023 17:30, SecretHandshakeHighSchool , Facebook ,FriendshipGoals  HighSchoolMemories ,20,40, USA,2023,8,30,17,Positive,"['creating', 'secret', 'handshake', 'friend', 'friendship', 'level', 'expert']",FriendshipGoals, HighSchoolMemories 
672,677,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! , Excitement ,8/31/2023 20:15, BurgerQuestHighSchool , Twitter ,BurgerQuest  HighSchoolFoodie ,24,42, UK,2023,8,31,20,Positive,"['embarking', 'mission', 'find', 'best', 'burger', 'joint', 'town', 'burger', 'connoisseur', 'reporting', 'duty']",BurgerQuest, HighSchoolFoodie 
673,678,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! , Joy ,9/1/2023 14:45, ComedyGeniusHighSchool , Instagram ,StandUpComedy  HighSchoolTalent ,21,39, Canada,2023,9,1,14,Positive,"['practicing', 'standup', 'comedy', 'routine', 'upcoming', 'talent', 'show', 'comedy', 'gig', 'making']",StandUpComedy, HighSchoolTalent 
674,679,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! , Embarrassed ,9/2/2023 18:30, LoveLetterBlunderHighSchool , Facebook ,LoveLetterFail  HighSchoolAwkward ,17,33, USA,2023,9,2,18,Negative,"['accidentally', 'sent', 'love', 'letter', 'wrong', 'person', 'love', 'note', 'fail', 'maximum', 'embarrassment']",LoveLetterFail, HighSchoolAwkward 
675,680,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! , Excitement ,9/3/2023 22:00, ScienceExperimentProHighSchool , Twitter ,ScienceGeek  HighSchoolExperiments ,23,44, UK,2023,9,3,22,Positive,"['attempting', 'impress', 'teacher', 'elaborate', 'science', 'experiment', 'science', 'geek', 'mode', 'activated']",ScienceGeek, HighSchoolExperiments 
676,681,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! , Joy ,9/4/2023 15:15, BraceletCraftsmanHighSchool , Instagram ,FriendshipBracelets  HighSchoolCrafts ,19,37, USA,2023,9,4,15,Positive,"['crafting', 'intricate', 'friendship', 'bracelet', 'whole', 'squad', 'friendship', 'level', 'expert', 'weaver']",FriendshipBracelets, HighSchoolCrafts 
677,682,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! , Excitement ,9/5/2023 12:30, CartwheelMasterHighSchool , Twitter ,CartwheelChallenge  HighSchoolAthlete ,27,52, Canada,2023,9,5,12,Positive,"['attempting', 'beat', 'record', 'consecutive', 'cartwheel', 'cartwheel', 'challenge', 'underway']",CartwheelChallenge, HighSchoolAthlete 
